latitude,longitude,prr_percent,dli_avg,drr_percent
40.81,-74.82,15.097223393587889,24.99999975000102,99.99999900000408
40.61,-78.82,12.333601083103837,24.999999750000065,99.99999900000026
40.81,-75.14,14.197463572424523,24.999999750000008,99.99999900000003
40.69,-75.82,14.538874875366274,24.999999750000182,99.99999900000073
40.61,-74.66,14.432606242561711,24.999999750000097,99.99999900000039
40.85,-78.7,12.392769573563774,24.999999750000057,99.99999900000023
40.77,-74.3,15.347134969430373,24.99999975000011,99.99999900000044
40.61,-72.46,16.317634500510625,24.99999975000026,99.99999900000104
40.77,-73.1,15.958232127775842,24.99999975000027,99.99999900000108
40.57,-78.86,12.09728126892991,24.999999750000082,99.99999900000033
40.65,-75.86,14.759168923703147,24.99999975000015,99.9999990000006
40.69,-79.82,13.121293816914251,24.999999750000217,99.99999900000087
40.77,-74.94,14.99007417536286,24.9999997500002,99.9999990000008
40.73,-79.78,13.292046355183537,24.999999750000093,99.99999900000037
40.53,-74.3,14.832737568599406,24.999999750000068,99.99999900000027
40.69,-74.94,13.9768125093294,24.99999975000017,99.99999900000068
40.77,-76.7,13.462067240736392,24.999999750000043,99.99999900000017
40.61,-78.94,12.154052918097108,24.999999750000136,99.99999900000054
40.69,-79.42,12.932067968231673,24.999999750000196,99.99999900000078
40.49,-79.74,13.197126119999869,24.999999750000256,99.99999900000103
40.77,-73.58,15.998629159094282,24.999999750000292,99.99999900000117
40.73,-72.3,15.507790590285014,24.99999975000004,99.99999900000016
40.61,-74.86,15.343537172242371,24.9999997500004,99.9999990000016
40.85,-75.94,13.561668314222054,24.99999975000013,99.99999900000051
40.65,-74.42,15.016679699645447,24.999999750000228,99.99999900000091
40.77,-76.58,14.14344320942872,24.999999750000132,99.99999900000053
40.69,-72.42,16.511262444424528,24.99999975000015,99.9999990000006
40.61,-75.5,14.256639048172696,24.999999750000097,99.99999900000039
40.57,-73.66,14.462949117365564,24.999999750000118,99.99999900000047
40.69,-72.5,16.332928952148695,24.999999750000136,99.99999900000054
40.69,-72.14,16.082978332800682,24.99999974999999,99.99999899999996
40.61,-74.02,15.877914813691508,24.999999750000107,99.99999900000043
40.81,-77.22,13.77390379921842,24.999999750000114,99.99999900000046
40.49,-74.94,14.773222261540603,24.999999750000654,99.99999900000262
40.81,-76.06,13.685072298137568,24.999999750000015,99.99999900000006
40.49,-75.22,15.199825097887897,24.99999975000012,99.99999900000049
40.49,-73.86,15.463549817097903,24.999999750000267,99.99999900000107
40.85,-77.3,13.086545115414596,24.999999750000107,99.99999900000043
40.49,-72.86,16.130881660400483,24.999999750000075,99.9999990000003
40.73,-72.06,16.287389257636313,24.999999750000228,99.99999900000091
40.61,-73.58,16.02353781327423,24.99999975000005,99.9999990000002
40.73,-77.5,12.384630857872095,24.999999749999986,99.99999899999995
40.77,-77.3,14.12941920537355,24.99999975000008,99.99999900000032
40.65,-78.78,13.267111855607217,24.99999975000017,99.99999900000068
40.53,-76.14,15.08186298743961,24.99999975000002,99.99999900000007
42.49,-79.46,11.690029338345829,24.999999750000335,99.99999900000134
40.97,-79.7,12.471335232137106,24.999999750000004,99.99999900000002
40.49,-75.14,15.504295181532829,24.999999750000207,99.99999900000083
40.85,-75.86,13.367045263682712,24.999999750000047,99.99999900000019
40.65,-78.1,11.994796650872901,24.99999975000005,99.9999990000002
40.65,-72.3,16.358606810301062,24.99999975000068,99.99999900000272
40.65,-78.3,12.375665620274459,24.999999750000033,99.99999900000013
40.81,-74.42,14.740051647429983,24.999999750000043,99.99999900000017
40.69,-72.74,15.500781672905775,24.99999975000012,99.99999900000049
40.73,-75.22,13.901321716724565,24.99999975000005,99.9999990000002
40.77,-72.06,15.99727999944171,24.99999974999999,99.99999899999996
40.69,-79.22,12.959948836698528,24.99999975000012,99.99999900000049
40.49,-77.74,13.125165534063918,24.99999975000049,99.99999900000196
40.77,-78.02,12.490310546072262,24.99999975000012,99.99999900000049
40.77,-71.94,16.709924896947417,24.99999975000031,99.99999900000124
40.77,-72.3,16.32688745088282,24.999999750000125,99.9999990000005
40.49,-77.58,13.379475617833695,24.99999974999998,99.99999899999992
40.81,-73.14,15.650330373741179,24.999999750000104,99.99999900000041
40.57,-72.58,16.135089141566077,24.99999975000026,99.99999900000104
40.77,-78.58,12.462515460699278,24.99999975000018,99.99999900000071
40.69,-72.22,16.172083593199606,24.999999750000484,99.99999900000194
40.61,-74.3,15.575837430786335,24.999999750000327,99.99999900000131
40.73,-76.66,14.28233367801805,24.999999750000182,99.99999900000073
40.61,-74.86,15.343537172242371,24.9999997500004,99.9999990000016
40.49,-74.58,16.254933590731756,24.999999750000203,99.99999900000081
40.61,-73.3,15.643371807157994,24.999999750000093,99.99999900000037
40.85,-76.06,13.3611817794693,24.999999750000274,99.9999990000011
40.73,-72.1,16.085764416241314,24.99999975000022,99.99999900000088
40.65,-76.14,14.086132167169927,24.999999750000068,99.99999900000027
40.77,-74.58,14.703440939596724,24.999999750000708,99.99999900000283
40.73,-79.38,12.458319287006931,24.99999975000002,99.99999900000007
40.49,-79.46,13.36597494605144,24.99999975000008,99.99999900000032
40.49,-75.66,14.388279078522379,24.99999975000003,99.99999900000012
40.65,-77.58,13.110013770139537,24.99999975000005,99.9999990000002
40.73,-72.06,16.287389257636313,24.999999750000228,99.99999900000091
40.85,-76.58,13.402144899477936,24.99999975000048,99.99999900000192
40.69,-77.46,13.59908625610532,24.99999975000003,99.99999900000012
40.65,-77.66,12.700056552634326,24.999999750000175,99.9999990000007
40.53,-74.86,15.298060620413278,24.999999750000022,99.99999900000009
40.73,-78.42,12.383489298677222,24.999999750000097,99.99999900000039
40.49,-74.1,14.398058820311949,24.999999750000114,99.99999900000046
40.53,-76.74,14.528522366870366,24.999999749999997,99.99999899999999
40.57,-74.78,14.685725830273395,24.99999975000054,99.99999900000216
40.69,-72.22,16.172083593199606,24.999999750000484,99.99999900000194
40.65,-72.94,14.219078406527128,24.99999975000007,99.99999900000029
40.73,-77.14,14.114719836688893,24.999999750000818,99.99999900000327
40.65,-74.94,20.07175509963944,24.999999749999944,99.99999899999978
40.61,-73.94,15.841008963306388,24.999999750000068,99.99999900000027
40.65,-73.7,16.414620406670128,24.999999750000104,99.99999900000041
40.77,-79.22,13.078244338657402,24.99999975,99.999999
40.57,-79.02,12.249235289250626,24.99999975000009,99.99999900000036
40.49,-76.82,15.139276534235096,24.99999975000002,99.99999900000007
40.61,-75.46,14.207826863771805,24.999999750000086,99.99999900000034
40.81,-72.66,15.729719903723543,24.99999975000001,99.99999900000005
40.69,-72.38,15.947090453558408,24.999999750000203,99.99999900000081
40.77,-77.3,14.12941920537355,24.99999975000008,99.99999900000032
40.57,-74.3,15.554957439409861,24.99999975000007,99.99999900000029
40.85,-77.7,13.297394715702172,24.999999750000068,99.99999900000027
40.81,-72.5,14.15543946740622,24.999999750000136,99.99999900000054
40.49,-73.78,15.82087198399881,24.999999750000132,99.99999900000053
40.81,-71.94,16.409016321723097,24.9999997500002,99.9999990000008
40.73,-76.94,13.680965684777727,24.999999750000114,99.99999900000046
40.77,-74.78,20.55632378796795,24.999999750000047,99.99999900000019
40.53,-77.22,13.968574306928003,24.999999750000065,99.99999900000026
40.65,-75.94,14.001239390011575,24.999999750000036,99.99999900000014
40.69,-73.5,16.00171605402143,24.99999975000022,99.99999900000088
40.53,-76.94,14.89736836097159,24.999999750000097,99.99999900000039
40.73,-72.22,15.471398367783856,24.99999975000018,99.99999900000071
40.61,-72.86,20.671929812333115,24.999999750002047,99.99999900000819
40.81,-72.3,16.02856399208822,24.999999750000143,99.99999900000057
40.57,-78.94,12.135540934603767,24.999999750000036,99.99999900000014
40.77,-74.82,15.13228903597501,24.99999975000015,99.9999990000006
40.49,-73.58,15.945961051977559,24.9999997500001,99.9999990000004
40.81,-78.74,12.287409973899534,24.99999975000001,99.99999900000005
40.49,-73.5,15.811901926451597,24.999999750000054,99.99999900000022
40.69,-76.7,13.674208109198794,24.999999750000136,99.99999900000054
40.77,-73.78,15.246618278710988,24.999999750000274,99.9999990000011
40.57,-77.3,13.847787990353602,24.99999974999999,99.99999899999996
40.53,-77.5,13.543280093804032,24.999999750000104,99.99999900000041
40.69,-72.14,16.082978332800682,24.99999974999999,99.99999899999996
40.77,-79.66,13.224129391244901,24.999999750000057,99.99999900000023
40.49,-76.14,14.696520847265763,24.99999975000004,99.99999900000016
40.73,-75.14,14.14235404204391,24.999999750000033,99.99999900000013
40.53,-73.22,15.847461991052313,24.999999750000118,99.99999900000047
40.57,-76.78,13.302495614586075,24.999999750000107,99.99999900000043
40.77,-78.7,12.111692276262975,24.99999975000009,99.99999900000036
40.69,-79.38,13.006484215379126,24.999999750000097,99.99999900000039
40.77,-73.5,15.976538176261737,24.999999750000043,99.99999900000017
40.77,-74.14,15.856571256677366,24.999999750000235,99.99999900000094
40.69,-73.86,16.367376642130154,24.999999750000356,99.99999900000142
40.81,-76.14,13.98858577340471,24.99999975000011,99.99999900000044
40.73,-75.22,13.901321716724565,24.99999975000005,99.9999990000002
40.69,-75.58,15.143263928629642,24.999999750000573,99.99999900000229
40.77,-75.66,14.760752217603804,24.999999750000033,99.99999900000013
40.85,-77.02,13.287526112445505,24.99999975000012,99.99999900000049
40.81,-74.06,15.85951881579463,24.99999975000023,99.99999900000093
40.57,-74.66,15.264001968079594,24.99999975000016,99.99999900000064
40.69,-73.14,14.949055369399336,24.999999750000505,99.99999900000202
40.73,-73.5,15.8990976488775,24.9999997500001,99.9999990000004
40.77,-73.86,15.337381305016587,24.9999997500001,99.9999990000004
40.85,-79.1,12.441655655463023,24.999999750000203,99.99999900000081
40.49,-77.7,13.135604783635547,24.999999750000242,99.99999900000097
40.73,-78.82,12.393623205115865,24.999999750000327,99.99999900000131
40.69,-78.74,12.29580190562282,24.99999975000012,99.99999900000049
40.61,-79.42,13.224815724285202,24.999999750000047,99.99999900000019
40.65,-76.06,14.285745562549357,24.999999750000867,99.99999900000347
40.69,-78.3,12.63891651235387,24.999999750000022,99.99999900000009
40.61,-75.3,14.416778583294477,24.999999750000224,99.9999990000009
42.49,-79.3,12.38094935244565,24.999999749999983,99.99999899999993
40.73,-77.5,12.384630857872095,24.999999749999986,99.99999899999995
40.77,-74.1,15.791345255157161,24.99999975000003,99.99999900000012
40.57,-75.94,14.630737026106178,24.999999750000118,99.99999900000047
40.81,-77.86,12.816502183140003,24.99999975000002,99.99999900000007
40.77,-77.22,13.530873576469792,24.99999975000005,99.9999990000002
40.61,-77.94,12.380278832058982,24.999999750000075,99.9999990000003
40.57,-73.86,15.905235321155143,24.99999975000053,99.99999900000212
40.69,-73.5,16.00171605402143,24.99999975000022,99.99999900000088
40.57,-73.7,14.976490715467495,24.99999975000001,99.99999900000005
40.53,-76.58,14.750486911552269,24.999999750000224,99.9999990000009
40.53,-74.5,15.446613926278518,24.999999750000075,99.9999990000003
40.73,-79.58,13.021996381089734,24.999999750000043,99.99999900000017
40.81,-74.14,15.672004635028875,24.99999975000004,99.99999900000016
40.61,-72.94,15.653546980423538,24.99999975000015,99.9999990000006
40.65,-78.74,12.8335177949999,24.999999750000054,99.99999900000022
40.65,-73.78,15.206994868614348,24.99999975000018,99.99999900000071
40.61,-76.38,13.278499348248832,24.999999750000207,99.99999900000083
40.61,-72.82,15.956016149983732,24.999999750000054,99.99999900000022
40.73,-77.02,13.461766432409835,24.999999750000118,99.99999900000047
40.57,-79.7,13.736523565080988,24.999999750000093,99.99999900000037
40.61,-77.14,13.821370165693168,24.999999750000047,99.99999900000019
40.77,-77.82,12.666853755425365,24.99999975000013,99.99999900000051
40.49,-78.06,12.832842822061835,24.999999750000114,99.99999900000046
40.77,-76.42,13.004544831174616,24.99999975000012,99.99999900000049
40.73,-72.06,16.287389257636313,24.999999750000228,99.99999900000091
40.61,-77.38,12.830269862119051,24.999999750000143,99.99999900000057
40.85,-79.22,12.216593162655851,24.999999750000125,99.9999990000005
40.57,-79.42,13.065604589266583,24.999999750000004,99.99999900000002
40.49,-75.1,14.436414654732305,24.999999750000068,99.99999900000027
40.65,-74.94,14.704985948756711,24.999999750000043,99.99999900000017
40.81,-74.78,15.183154238547052,24.99999975000028,99.99999900000113
40.69,-78.7,12.04415889361108,24.999999750000057,99.99999900000023
40.73,-72.74,14.316971120105684,24.999999750000164,99.99999900000066
40.81,-72.38,15.73860165223364,24.99999975000011,99.99999900000044
40.65,-73.5,14.863416990343225,24.999999750000143,99.99999900000057
40.77,-77.06,13.594844554052743,24.99999975000002,99.99999900000007
40.57,-75.94,14.630737026106178,24.999999750000118,99.99999900000047
40.61,-75.22,15.101092171361369,24.99999975000024,99.99999900000095
40.61,-75.86,14.625554655091348,24.999999750000125,99.9999990000005
40.65,-76.46,14.037813030053881,24.999999750000004,99.99999900000002
40.69,-78.78,12.274335397962508,24.999999750000114,99.99999900000046
40.85,-77.5,13.22917823810124,24.99999975000004,99.99999900000016
40.57,-73.78,13.863477635463992,24.999999750000033,99.99999900000013
40.77,-78.1,12.538242429498297,24.999999750000026,99.9999990000001
40.65,-78.22,11.880845996177294,24.999999750000175,99.9999990000007
40.57,-73.06,16.28581623123847,24.99999975000009,99.99999900000036
40.61,-73.86,13.33907758591408,24.99999975000016,99.99999900000064
40.73,-74.74,15.455769333017386,24.99999975000009,99.99999900000036
40.65,-79.82,13.765758440823792,24.9999997500001,99.9999990000004
40.81,-72.1,16.823998013028614,24.999999750000065,99.99999900000026
40.49,-74.22,13.637613670368024,24.99999975000009,99.99999900000036
40.61,-77.94,12.380278832058982,24.999999750000075,99.9999990000003
40.57,-79.1,19.686179828426216,24.999999750000057,99.99999900000023
40.57,-78.66,13.121646275204943,24.999999750000043,99.99999900000017
40.65,-77.14,14.311576342936425,24.99999975000006,99.99999900000024
40.49,-74.14,15.062719238675632,24.999999750000125,99.9999990000005
40.85,-78.5,13.024864425386404,24.99999975000013,99.99999900000051
40.65,-75.3,14.681270927733959,24.99999975000009,99.99999900000036
40.65,-79.3,12.837755972489814,24.999999750000033,99.99999900000013
40.65,-74.22,15.839590010814025,24.999999749999958,99.99999899999983
40.85,-79.66,12.407134931712763,24.999999750000192,99.99999900000077
40.65,-77.5,12.740597222171655,24.999999750000008,99.99999900000003
40.61,-78.42,12.434021361322236,24.99999975000001,99.99999900000005
40.81,-76.22,13.675324525036253,24.999999750000434,99.99999900000174
40.69,-72.14,16.082978332800682,24.99999974999999,99.99999899999996
40.73,-75.82,14.537342478465373,24.99999975000001,99.99999900000005
40.57,-75.46,14.675014727652696,24.99999975000006,99.99999900000024
40.69,-77.86,11.751321240080701,24.999999750000104,99.99999900000041
40.73,-72.06,16.287389257636313,24.999999750000228,99.99999900000091
40.77,-74.86,14.884059203638047,24.999999750000086,99.99999900000034
40.73,-75.5,14.45671448104604,24.99999975000012,99.99999900000049
40.69,-77.3,13.600348337979026,24.999999750000082,99.99999900000033
40.49,-74.86,15.426248276074414,24.99999975000021,99.99999900000084
40.73,-79.42,13.01749249065551,24.999999750000125,99.9999990000005
40.69,-72.14,16.082978332800682,24.99999974999999,99.99999899999996
40.65,-79.5,13.337463048614836,24.99999975000007,99.99999900000029
40.65,-76.86,13.560912600218685,24.999999750001823,99.99999900000729
40.69,-74.66,14.194439043642099,24.999999750000086,99.99999900000034
40.65,-75.22,14.547925318401505,24.999999750000075,99.9999990000003
40.73,-73.38,16.34261431715244,24.999999750000164,99.99999900000066
40.85,-78.46,12.377639644841567,24.9999997500001,99.9999990000004
40.61,-74.94,14.897811354461501,24.999999750000075,99.9999990000003
40.85,-76.82,13.95430883749321,24.99999975000002,99.99999900000007
40.57,-77.38,13.746053499645502,24.999999750000125,99.9999990000005
40.73,-78.86,12.257224487239426,24.99999975000011,99.99999900000044
40.69,-72.94,13.329098345243967,24.99999975000008,99.99999900000032
40.81,-71.86,15.978637533662843,24.999999750000608,99.99999900000243
40.77,-72.42,15.966978308029569,24.999999750001194,99.99999900000478
40.53,-79.1,13.029843665609286,24.999999750000082,99.99999900000033
40.57,-74.86,14.46351196239004,24.99999975000006,99.99999900000024
40.69,-73.42,15.730709037765115,24.999999750000082,99.99999900000033
40.61,-73.14,14.757787936586158,24.999999750000068,99.99999900000027
40.61,-72.5,16.65321438075166,24.9999997500002,99.9999990000008
40.65,-77.06,14.333423817597742,24.999999750000082,99.99999900000033
40.49,-79.1,12.964538114493,24.999999750000047,99.99999900000019
40.85,-77.86,12.94889572596906,24.999999750000065,99.99999900000026
40.73,-78.5,13.430682997059144,24.99999975000012,99.99999900000049
40.77,-71.94,16.709924896947417,24.99999975000031,99.99999900000124
40.61,-79.5,13.634295363466123,24.999999750000157,99.99999900000063
40.81,-79.3,12.770572065209377,24.99999975000002,99.99999900000007
40.49,-76.74,14.355113894062299,24.999999750000068,99.99999900000027
40.69,-74.86,15.111231954565316,24.999999750000008,99.99999900000003
40.69,-77.74,12.866292886155502,24.999999750000047,99.99999900000019
40.85,-76.5,13.303367284017137,24.99999975000007,99.99999900000029
40.81,-74.5,14.693745752644736,24.999999750000427,99.99999900000171
40.65,-73.58,15.895332778071584,24.99999975000009,99.99999900000036
40.73,-74.22,15.228305371539888,24.999999750000093,99.99999900000037
40.65,-73.5,14.863416990343225,24.999999750000143,99.99999900000057
40.49,-73.02,15.787914529657757,24.99999975000028,99.99999900000113
40.49,-74.74,15.088181612101156,24.999999750000008,99.99999900000003
40.65,-77.22,13.5642130640416,24.99999975000012,99.99999900000049
40.81,-74.74,14.785545917563175,24.99999975000005,99.9999990000002
43.17,-77.62,11.302641532094869,24.999999750000484,99.99999900000194
40.61,-79.02,12.627121775626495,24.99999975000002,99.99999900000007
40.65,-73.46,14.839689355940793,24.999999750000097,99.99999900000039
40.61,-79.82,13.88205188829601,24.999999750000104,99.99999900000041
40.69,-74.58,15.420562710041624,24.999999750000057,99.99999900000023
40.69,-76.82,13.79551348539953,24.99999975,99.999999
40.77,-72.1,16.61867699594133,24.999999750000047,99.99999900000019
40.57,-77.14,14.069220855021868,24.99999975000017,99.99999900000068
40.53,-75.14,15.135352532326038,24.999999750000114,99.99999900000046
40.77,-73.94,15.69772455356683,24.999999750000153,99.99999900000061
40.57,-75.86,14.15585797584899,24.99999975000017,99.99999900000068
40.77,-75.22,14.676406553729333,24.99999975000016,99.99999900000064
40.81,-75.3,15.162633774051864,24.9999997500001,99.9999990000004
40.69,-78.86,12.478628956204394,24.99999975000014,99.99999900000056
40.81,-74.38,15.116089406143892,24.999999750000136,99.99999900000054
40.69,-75.14,14.623111910442226,24.99999975000026,99.99999900000104
40.53,-75.94,14.719064293765873,24.999999750000136,99.99999900000054
40.65,-74.1,15.237546705985599,24.999999749999994,99.99999899999997
40.77,-76.06,14.108663123052118,24.999999750000054,99.99999900000022
40.57,-77.86,12.200623321251424,24.999999749999986,99.99999899999995
40.69,-78.5,12.598609428427993,24.999999750000036,99.99999900000014
40.81,-72.3,16.02856399208822,24.999999750000143,99.99999900000057
40.77,-76.3,13.489364325580745,24.999999750000054,99.99999900000022
40.69,-79.74,13.003846073228859,24.99999975000025,99.999999000001
40.77,-78.82,12.775938890966668,24.999999750000285,99.99999900000114
40.73,-79.14,12.774894944176527,24.999999750000224,99.9999990000009
40.49,-75.46,14.963224171710078,24.999999750000224,99.9999990000009
40.85,-77.5,13.22917823810124,24.99999975000004,99.99999900000016
40.49,-79.66,13.65787117714858,24.99999975000007,99.99999900000029
40.69,-73.58,16.30952192841033,24.999999750000022,99.99999900000009
40.73,-78.58,12.27957132103479,24.999999750000153,99.99999900000061
40.57,-73.46,14.313308189301353,24.99999975000013,99.99999900000051
40.73,-74.86,14.601965957584111,24.999999750000534,99.99999900000213
40.61,-74.22,15.130888728200457,24.99999975000034,99.99999900000137
40.65,-76.14,14.086132167169927,24.999999750000068,99.99999900000027
40.49,-77.86,12.603806450612009,24.99999975000013,99.99999900000051
40.61,-74.82,14.518152709369259,24.999999750000136,99.99999900000054
40.53,-73.1,16.630208647681822,24.999999750000104,99.99999900000041
40.57,-72.86,16.30307662448885,24.99999975000007,99.99999900000029
40.61,-79.22,13.102738345675927,24.999999749999997,99.99999899999999
40.65,-75.46,14.40259543478117,24.99999975000005,99.9999990000002
40.81,-72.82,15.416571960155217,24.99999975000006,99.99999900000024
40.61,-73.22,13.23099051009713,24.999999750000033,99.99999900000013
40.69,-72.14,16.082978332800682,24.99999974999999,99.99999899999996
40.61,-78.46,13.406621989545666,24.99999975000004,99.99999900000016
40.85,-77.86,12.94889572596906,24.999999750000065,99.99999900000026
40.57,-79.22,13.172654853869128,24.999999750000118,99.99999900000047
40.61,-75.7,14.933181173637347,24.99999975000022,99.99999900000088
40.53,-73.82,15.123766137359363,24.999999750000324,99.9999990000013
40.85,-78.94,12.195167269738464,24.99999975000005,99.9999990000002
40.65,-74.3,15.085608634017996,24.999999750000427,99.99999900000171
40.73,-75.06,14.978345682495936,24.999999750000043,99.99999900000017
40.77,-71.94,16.709924896947417,24.99999975000031,99.99999900000124
40.73,-76.78,14.415328208597058,24.99999975000016,99.99999900000064
40.81,-73.66,16.458018029013378,24.99999975,99.999999
40.61,-78.66,13.092685846948553,24.999999750000086,99.99999900000034
40.77,-77.38,13.66065687135224,24.99999975000009,99.99999900000036
40.53,-77.14,14.546731692148501,24.99999975000013,99.99999900000051
40.49,-79.38,13.153329849263887,24.9999997500001,99.9999990000004
40.85,-76.1,13.587971174052281,24.99999975000007,99.99999900000029
